0,000000	-0,090060	0,058144	5,271182	0,854085
0,000500	-0,066699		4,856483	
0,001000	-0,048333		4,334163	
0,001500	0,013694		3,875966	
0,002000	0,041888		3,466908	
0,002500	0,063799		3,106505	
0,003000	0,074916		2,781064	
0,003500	0,062188		2,492840	
0,004000	-0,042049		2,222821	
0,004500	-0,054455		1,976162	
0,005000	-0,017239		1,766721	
0,005500	-0,017722		1,579673	
0,006000	-0,048816		1,404709	
0,006500	-0,045916		1,252299	
0,007000	0,062188		1,132918	
0,007500	0,053005		1,017564	
0,008000	0,014661		0,912360	
0,008500	0,014500		0,821333	
0,009000	0,007411		0,732723	
0,009500	-0,008861		0,655552	
0,010000	-0,080393		0,579348	
0,010500	-0,080877		0,509749	
0,011000	-0,086515		0,448527	
0,011500	-0,082971		0,397939	
0,012000	-0,062671		0,350090	
0,012500	-0,009022		0,316901	
0,013000	0,082327		0,301435	
0,013500	0,087321		0,279846	
0,014000	0,086838		0,261802	
0,014500	0,094249		0,249074	
0,015000	0,093765		0,234091	
0,015500	0,003383		0,212664	
0,016000	-0,031900		0,189303	
0,016500	-0,037861		0,166748	
0,017000	-0,030450		0,152409	
0,017500	-0,034316		0,136298	
0,018000	-0,055099		0,118576	
0,018500	0,024972		0,116643	
0,019000	0,043822		0,114065	
0,019500	0,054133		0,108426	
0,020000	0,037055		0,108104	
0,020500	0,025616		0,103432	
0,021000	0,018689		0,096988	
0,021500	-0,075077		0,083616	
0,022000	-0,046399		0,072982	
0,022500	-0,063799		0,061544	
0,023000	-0,044144		0,057355	
0,023500	-0,048172		0,051394	
0,024000	0,014983		0,048010	
0,024500	-0,002094		0,050588	
0,025000	0,026905		0,053810	
0,025500	0,042533		0,055905	
0,026000	0,033511		0,061544	
0,026500	0,045111		0,064605	
0,027000	-0,038988		0,053810	
0,027500	-0,033994		0,051555	
0,028000	-0,021911		0,038666	
0,028500	-0,037055		0,034477	
0,029000	-0,019816		0,036572	
0,029500	-0,018205		0,034961	
0,030000	0,062994		0,041727	
0,030500	0,048172		0,050427	
0,031000	0,082004		0,059933	
0,031500	0,093121		0,067021	
0,032000	0,094732		0,077816	
0,032500	0,034316		0,079266	
0,033000	-0,023361		0,067988	
0,033500	-0,023683		0,065571	
0,034000	-0,037538		0,059288	
0,034500	-0,056871		0,048655	
0,035000	-0,069277		0,044788	
0,035500	0,036894		0,050105	
0,036000	0,045916		0,054616	
0,036500	0,065410		0,064282	
0,037000	0,056388		0,066538	
0,037500	0,041888		0,069277	
0,038000	0,059449		0,076366	
0,038500	-0,028033		0,064927	
0,039000	-0,023039		0,062188	
0,039500	-0,036088		0,059610	
0,040000	-0,049783		0,049783	
0,040500	-0,053810		0,044627	
0,041000	-0,047688		0,042855	
0,041500	0,050749		0,050588	
0,042000	0,067344		0,057838	
0,042500	0,066377		0,066216	
0,043000	0,063155		0,069599	
0,043500	0,059288		0,073788	
0,044000	-0,043338		0,068149	
0,044500	-0,060255		0,053810	
0,045000	-0,045272		0,048655	
0,045500	-0,027711		0,049460	
0,046000	-0,021589		0,044788	
0,046500	-0,023039		0,043983	
0,047000	0,055099		0,055583	
0,047500	0,075721		0,061866	
0,048000	0,080071		0,069599	
0,048500	0,077010		0,077977	
0,049000	0,078299		0,081360	
0,049500	0,064605		0,085066	
0,050000	-0,009667		0,079910	
0,050500	-0,028033		0,071049	
0,051000	-0,025133		0,067021	
0,051500	-0,032866		0,063799	
0,052000	-0,022233		0,060738	
0,052500	0,023361		0,062510	
0,053000	0,073949		0,074593	
0,053500	0,077655		0,078782	
