0,000000	-0,070698	0,088440	-0,005932	0,066242	0,010178	0,007712	0,001958	0,001711
0,000500	0,017082		-0,009219		0,007547		0,002287	
0,001000	0,160422		-0,005932		0,006232		0,000315	
0,001500	0,163710		-0,066753		0,005575		-0,000672	
0,002000	0,058506		-0,072671		0,004917		0,001630	
0,002500	0,115710		-0,092725		0,004917		0,002287	
0,003000	0,109464		-0,071027		0,005246		-0,000672	
0,003500	0,054560		-0,066095		0,005575		0,004260	
0,004000	0,269571		-0,099300		0,009191		0,001630	
0,004500	0,017410		-0,014151		0,005246		-0,001658	
0,005000	0,033848		0,001630		0,005904		-0,001000	
0,005500	0,057519		0,009191		0,008205		0,000315	
0,006000	0,030890		0,018068		0,009520		-0,001329	
0,006500	0,003602		-0,016123		0,006232		-0,000343	
0,007000	-0,020069		0,003931		0,007219		0,000972	
0,007500	0,062780		-0,047356		0,010506		-0,003302	
0,008000	-0,083191		-0,040781		0,005904		-0,002315	
0,008500	0,068368		-0,069383		0,011164		-0,000343	
0,009000	-0,024014		-0,024671		0,006232		-0,002973	
0,009500	-0,030918		-0,043082		0,002287		-0,000343	
0,010000	0,071327		-0,046041		0,010178		0,000643	
0,010500	0,058506		-0,073657		0,010506		-0,001658	
0,011000	0,013136		-0,029603		0,012150		-0,002644	
0,011500	-0,073986		0,014123		0,004589		0,000972	
0,012000	-0,189710		0,053574		0,009849		0,002287	
0,012500	-0,128889		0,066725		0,006232		-0,000343	
0,013000	-0,045383		0,044698		0,007547		0,000643	
0,013500	-0,029274		0,023328		0,009849		0,000315	
0,014000	0,068368		-0,019740		0,011164		0,000972	
0,014500	0,194613		-0,103245		0,009849		0,000972	
0,015000	0,027602		-0,084177		0,005904		-0,000343	
0,015500	0,016753		-1,408182E-5		0,005246		-1,408182E-5	
0,016000	-0,063136		0,024643		0,004589		-0,000672	
0,016500	-0,115738		0,011821		0,005246		0,001630	
0,017000	-0,099629		0,013136		0,010178		0,002287	
0,017500	-0,043739		0,015109		0,004589		0,000643	
0,018000	0,021684		-0,021055		0,005246		-0,001000	
0,018500	0,029903		-0,075629		0,008205		-1,408182E-5	
0,019000	-0,045383		-0,068725		0,006561		0,001958	
0,019500	0,044698		-0,061493		0,009191		-1,408182E-5	
0,020000	0,052259		0,071656		0,006561		0,001630	
0,020500	0,094669		0,172257		0,010506		-0,001987	
0,021000	0,136094		0,204476		0,007876		-1,408182E-5	
0,021500	0,086122		0,201517		0,005904		-0,000672	
0,022000	-0,016452		0,140039		0,005246		0,000972	
0,022500	0,067053		0,078560		0,006890		0,000315	
0,023000	0,045026		0,072642		0,006890		-0,000343	
0,023500	-0,092396		0,097300		0,007547		-0,000343	
0,024000	0,042396		0,057519		0,008534		-1,408182E-5	
0,024500	0,015767		0,010506		0,005904		-0,001329	
0,025000	-0,014151		0,003274		0,007547		-1,408182E-5	
0,025500	0,118340		-0,077602		0,009191		0,004589	
0,026000	-0,002644		-0,103245		0,000972		0,000315	
0,026500	-0,042753		-0,082862		0,008205		-0,000343	
0,027000	-0,186422		-0,008233		0,005904		0,000643	
0,027500	-0,125930		-0,051301		0,005246		-0,001658	
0,028000	-0,049657		-0,036835		0,008863		0,000643	
0,028500	0,087437		-0,031575		0,009191		0,001301	
0,029000	-0,065109		0,058506		0,007219		0,001301	
0,029500	-0,017438		0,096313		0,009191		-1,408182E-5	
0,030000	0,019712		0,134778		0,005904		0,001958	
0,030500	0,026616		0,162066		0,008534		0,003602	
0,031000	0,029246		0,184422		0,008863		0,000315	
0,031500	0,014451		0,081519		0,004260		-1,408182E-5	
0,032000	0,034835		0,001958		0,007876		0,000315	
0,032500	-0,032562		0,008205		0,005904		-0,001000	
0,033000	-0,126916		-0,031575		0,008863		0,000972	
0,033500	-0,080561		-0,023356		0,011493		0,001301	
0,034000	0,003931		0,004260		0,008534		0,002287	
0,034500	-0,031575		0,008534		0,011821		-1,408182E-5	
0,035000	-0,063794		-0,003959		0,006890		0,001301	
0,035500	0,066396		-0,053931		0,006890		0,000315	
0,036000	0,211051		-0,049000		0,010835		0,005246	
0,036500	0,065081		-0,017438		0,011493		-0,001329	
0,037000	0,107162		-0,021384		0,010506		-0,001329	
0,037500	0,072642		-0,026973		0,007876		-0,000343	
0,038000	0,076588		0,026944		0,008205		0,000643	
0,038500	0,087437		-0,032890		0,005904		-1,408182E-5	
0,039000	-0,014480		0,020040		0,007547		-0,000672	
0,039500	-0,122314		-0,007247		0,005246		-0,001329	
0,040000	-0,168340		-0,013822		0,006232		-1,408182E-5	
0,040500	-0,006261		-0,059191		0,007876		0,003274	
0,041000	0,007547		-0,124286		0,007547		-0,001987	
0,041500	0,060149		-0,138752		0,008205		0,001630	
0,042000	-0,029274		-0,133492		0,006561		0,000643	
0,042500	-0,110807		-0,114423		0,003274		-0,001329	
0,043000	-0,286037		-0,028288		0,005246		0,000643	
0,043500	-0,126259		-0,054917		0,007876		0,001301	
0,044000	0,080533		-0,081876		0,010506		0,003602	
0,044500	0,111108		-0,035520		0,006232		0,001630	
0,045000	0,119655		0,045026		0,006232		0,002287	
0,045500	-0,104561		0,052259		0,005246		0,001958	
0,046000	0,188695		0,005575		0,009520		0,000643	
0,046500	0,133135		0,006561		0,006561		0,000315	
0,047000	0,063108		0,032205		0,011164		0,000972	
0,047500	-0,073986		0,028588		0,012150		0,000315	
0,048000	0,030890		-0,010206		0,008205		-0,001329	
0,048500	0,124916		-0,056561		0,008534		-1,408182E-5	
0,049000	0,007547		0,000315		0,005246		0,000315	
0,049500	0,005904		-0,068068		0,009191		0,002945	
0,050000	-0,025000		-0,033877		0,010178		0,001301	
0,050500	-0,070369		-0,009877		0,005246		-0,001329	
0,051000	-0,054589		0,038780		0,004260		-0,002315	
0,051500	-0,068397		-0,005274		0,005246		-0,001658	
0,052000	-0,139081		-0,005603		0,005904		0,004589	
0,052500	-0,153546		0,001301		0,008534		0,001301	
0,053000	0,037136		-0,066424		0,007876		0,000972	
0,053500	0,143326		-0,078917		0,008863		-0,004288	
0,054000	0,245571		-0,109492		0,008863		-0,001658	
0,054500	0,055218		-0,022699		0,004260		-0,001658	
0,055000	-0,036835		0,020040		0,006232		-0,000343	
0,055500	0,048643		-0,005603		0,009520		0,001301	
0,056000	-0,071356		0,030561		0,009520		-0,001987	
0,056500	0,084478		0,035492		0,006561		-0,001000	
