0,000000	-0,048977	0,062998	5,271182	0,861844
0,000500	0,034316		4,907555	
0,001000	0,085227		4,392162	
0,001500	0,106493		3,932515	
0,002000	0,112293		3,525874	
0,002500	0,062188		3,155483	
0,003000	0,065410		2,823275	
0,003500	-0,039794		2,516684	
0,004000	-0,037216		2,242476	
0,004500	-0,036572		2,003712	
0,005000	-0,021589		1,789598	
0,005500	-0,024489		1,594978	
0,006000	-0,047044		1,423075	
0,006500	-0,011278		1,271633	
0,007000	-0,056549		1,132112	
0,007500	-0,090865		1,005481	
0,008000	-0,091188		0,888032	
0,008500	-0,082327		0,787984	
0,009000	-0,143548		0,693252	
0,009500	-0,165459		0,599486	
0,010000	-0,115193		0,527954	
0,010500	-0,069760		0,469632	
0,011000	-0,030127		0,417916	
0,011500	-0,051071		0,373934	
0,012000	0,074110		0,348640	
0,012500	0,106332		0,325440	
0,013000	0,095376		0,308846	
0,013500	0,039955		0,280168	
0,014000	0,031577		0,257935	
0,014500	0,065571		0,244886	
0,015000	-0,022716		0,214114	
0,015500	-0,022877		0,192847	
0,016000	-0,015305		0,178831	
0,016500	-0,025616		0,157565	
0,017000	-0,048977		0,142581	
0,017500	-0,046399		0,125665	
0,018000	0,010472		0,119865	
0,018500	0,005961		0,114871	
0,019000	0,041405		0,111165	
0,019500	0,110037		0,115676	
0,020000	0,090221		0,119382	
0,020500	-0,025455		0,103110	
0,021000	-0,002739		0,096021	
0,021500	0,029644		0,095699	
0,022000	0,034800		0,090865	
0,022500	0,015789		0,087321	
0,023000	0,070727		0,091349	
0,023500	0,157887		0,105043	
0,024000	0,132109		0,113904	
0,024500	0,052683		0,110198	
0,025000	0,044627		0,106010	
0,025500	0,017561		0,103754	
0,026000	0,008055		0,096021	
0,026500	-0,088932		0,079104	
0,027000	-0,040438		0,075238	
0,027500	0,021428		0,075077	
0,028000	0,004672		0,073305	
0,028500	0,009828		0,072982	
0,029000	0,078782		0,078460	
0,029500	0,097471		0,090704	
0,030000	0,073143		0,093443	
0,030500	0,059288		0,093282	
0,031000	0,104721		0,102304	
0,031500	0,045755		0,096021	
0,032000	-0,066538		0,081843	
0,032500	-0,047205		0,075721	
0,033000	-0,032866		0,067182	
0,033500	-0,062188		0,062671	
0,034000	-0,059610		0,057999	
0,034500	-0,038505		0,051877	
0,035000	0,047366		0,062832	
0,035500	0,047366		0,064766	
0,036000	0,066216		0,069438	
0,036500	0,082488		0,079266	
0,037000	0,076043		0,081682	
0,037500	-0,033188		0,072177	
0,038000	-0,034961		0,067988	
0,038500	-0,074271		0,055583	
0,039000	-0,085871		0,046077	
0,039500	-0,121315		0,035927	
0,040000	-0,089577		0,027066	
0,040500	-0,012566		0,034155	
0,041000	-0,022233		0,033994	
0,041500	-0,012083		0,033833	
0,042000	0,008539		0,039794	
0,042500	-0,002255		0,038022	
0,043000	-0,015628		0,038827	
0,043500	-0,040761		0,035605	
0,044000	0,018850		0,037861	
0,044500	0,029161		0,042694	
0,045000	0,006283		0,045755	
0,045500	-0,020944		0,041083	
0,046000	-0,014822		0,043661	
0,046500	0,010472		0,047849	
0,047000	0,017722		0,048494	
0,047500	0,067344		0,061060	
0,048000	0,068310		0,064766	
0,048500	0,030450		0,067666	
0,049000	-0,010311		0,066377	
0,049500	0,008861		0,062832	
0,050000	-0,037538		0,059127	
0,050500	-0,017883		0,056549	
0,051000	-0,028194		0,049783	
0,051500	-0,033994		0,049299	
0,052000	0,091027		0,060094	
0,052500	0,106654		0,071693	
0,053000	0,147254		0,088288	
0,053500	0,137748		0,095376	
0,054000	0,087643		0,099404	
0,054500	0,070243		0,103915	
0,055000	-0,034477		0,089093	
0,055500	-0,041727		0,083132	
0,056000	-0,066538		0,071371	
0,056500	-0,083777		0,058966	
0,057000	-0,078943		0,053327	
0,057500	-0,035605		0,048010	
0,058000	0,050105		0,052844	
0,058500	0,067666		0,063960	
0,059000	0,053327		0,065088	
0,059500	0,019816		0,065571	
0,060000	0,046722		0,072499	
0,060500	-0,033027		0,061544	
0,061000	-0,008217		0,062671	
0,061500	-0,047044		0,055099	
0,062000	-0,081038		0,043499	
0,062500	-0,082971		0,038022	
0,063000	-0,055260		0,032866	
0,063500	-0,011922		0,038022	
0,064000	0,009505		0,043661	
0,064500	0,003383		0,041888	
0,065000	0,004833		0,044627	
0,065500	-0,000967		0,047527	
0,066000	-0,016433		0,044627	
0,066500	-0,045916		0,040761	
0,067000	-0,076527		0,032383	
0,067500	-0,086032		0,023039	
0,068000	-0,057516		0,022716	
0,068500	-0,059288		0,017722	
0,069000	0,067827		0,030127	
0,069500	0,070082		0,043822	
0,070000	0,108104		0,054455	
0,070500	0,068310		0,060416	
0,071000	0,056066		0,067827	
0,071500	0,066538		0,070566	
0,072000	0,007733		0,070566	
0,072500	-0,023200		0,064121	
0,073000	-0,053166		0,054777	
0,073500	-0,043822		0,053488	
0,074000	-0,021266		0,054455	
0,074500	-0,043338		0,046560	
0,075000	0,076043		0,061544	
0,075500	0,091993		0,065249	
0,076000	0,021911		0,066216	
0,076500	0,038988		0,071532	
0,077000	0,060094		0,073949	
0,077500	0,048655		0,078943	
0,078000	-0,011922		0,072177	
0,078500	-0,095054		0,056066	
0,079000	-0,047366		0,054133	
0,079500	-0,072016		0,045594	
0,080000	-0,082166		0,035927	
0,080500	-0,014822		0,040761	
0,081000	0,008539		0,041083	
0,081500	-0,024327		0,039955	
0,082000	0,021911		0,049138	
0,082500	0,086515		0,058644	
0,083000	0,081682		0,067021	
0,083500	-0,057677		0,057999	
0,084000	-0,060577		0,048494	
0,084500	-0,059127		0,044788	
0,085000	-0,053005		0,040277	
0,085500	-0,015950		0,039794	
0,086000	0,098760		0,055099	
0,086500	0,089254		0,063477	
0,087000	0,083616		0,071532	
