0,000000	0,135765	0,098120	-0,004288	0,050066	0,004589	0,007632	0,000643	0,001874
0,000500	0,022671		-0,026644		0,005904		-0,002315	
0,001000	-0,066424		0,074944		0,007219		0,000643	
0,001500	0,081190		0,050615		0,010506		0,000315	
0,002000	0,092039		0,033848		0,008205		-0,000672	
0,002500	0,023986		0,022999		0,005246		-0,000343	
0,003000	0,110450		-0,039466		0,009520		-0,001658	
0,003500	0,182449		-0,084835		0,010506		-0,001000	
0,004000	0,132477		-0,072999		0,010506		-0,002315	
0,004500	0,139052		-0,124286		0,007547		0,004917	
0,005000	-0,050315		-0,049000		0,005246		-0,000672	
0,005500	-0,203847		0,012808		0,005246		-0,000672	
0,006000	-0,142039		0,007547		0,007876		0,004260	
0,006500	0,076916		-0,032562		0,010506		-0,000672	
0,007000	0,008534		-0,019082		0,010178		0,000315	
0,007500	-0,047027		0,023986		0,005575		-0,001000	
0,008000	-0,019082		0,041410		0,007547		0,000643	
0,008500	0,004589		0,024643		0,008534		0,000643	
0,009000	0,025958		0,010178		0,006232		-1,408182E-5	
0,009500	0,043054		0,001301		0,007876		0,000643	
0,010000	0,038122		-0,044068		0,007876		-1,408182E-5	
0,010500	0,091382		-0,132177		0,007219		-0,000343	
0,011000	0,029246		-0,036507		0,011493		-0,002644	
0,011500	0,026616		-0,013165		0,010835		0,000643	
0,012000	0,009520		-0,015137		0,005904		0,001301	
0,012500	-0,112451		0,047656		0,009849		-1,408182E-5	
0,013000	-0,055904		0,056204		0,006232		0,000315	
0,013500	-0,176888		0,067053		0,004260		0,003602	
0,014000	-0,008562		0,043383		0,009520		0,003602	
0,014500	0,111765		0,017410		0,008534		0,004917	
0,015000	-0,005603		0,043711		0,004589		-0,000343	
0,015500	-0,155519		0,022342		0,009849		-0,000672	
0,016000	-0,016781		-0,026315		0,009191		-0,000343	
0,016500	0,070012		-0,049328		0,010506		-0,000343	
0,017000	0,029903		0,011821		0,007547		0,003602	
0,017500	0,039437		0,025301		0,005246		0,000643	
0,018000	-0,059520		0,061464		0,007219		-0,001000	
0,018500	-0,045383		0,029903		0,004917		-0,001000	
0,019000	-0,204833		0,088094		0,004589		-0,000672	
0,019500	-0,137437		0,000643		0,008205		-1,408182E-5	
